,Name,Year,Tv Certificate,Duration per episode,Genre,Ratings,Actor/Actress,Votes
722,Memories of the Alhambra,2018–2019,TV-MA , 60 min ," Drama, Romance, Sci-Fi",7.8," Park Shin-Hye, Hyun Bin, Jin-Woong Min, Park Hoon"," 5,888"
723,Now and Then,2022– ,TV-MA , 50 min ," Crime, Drama, Mystery",5.6," Marina de Tavira, Maribel Verdú, José María Yazpik, Manolo Cardona", 793
724,Cafe Minamdang,2022– ,,65 min ," Comedy, Crime, Drama",7.2," Seo In-Guk, Yeon-Seo Oh, Mi-na Kang, Kwon Soo-Hyeon", 891
725,Lycoris Recoil,2022– ,TV-14 , 24 min ," Animation, Action, Comedy",7.6," Lizzie Freeman, Jennifer Losi, Bob Carter, Ami Koshimizu"," 1,295"
726,Code 404,2020– ,TV-MA , 25 min ," Action, Comedy, Crime",6.3," Stephen Graham, Daniel Mays, Rosie Cavaliero, Anna Maxwell Martin"," 2,186"
727,La Ruta,2022– ,,50 min ," Comedy, Drama, Thriller",7.3," Àlex Monner, Claudia Salas, Ricardo Gómez, Elisabet Casanovas", 49
728,Moonlight,2007–2008,TV-14 , 60 min ," Drama, Fantasy, Horror",7.6," Alex O'Loughlin, Sophia Myles, Jason Dohring, Shannyn Sossamon"," 24,521"
729,Tales from the Darkside,1983–1988,TV-14 , 30 min ," Comedy, Drama, Fantasy",7.5," Paul Sparer, Catherine Battistone, John Marzilli, Karen Shallo"," 6,415"
730,Surface,2005–2006,TV-14 , 60 min ," Adventure, Drama, Mystery",7.2," Lake Bell, Jay R. Ferguson, Carter Jenkins, Leighton Meester"," 10,127"
731,So Weird,1999–2001,TV-Y7 , 30 min ," Adventure, Family, Mystery",8.4," Cara DeLizia, Mackenzie Phillips, Patrick Levis, Belinda Metz"," 3,061"
732,One Cent Thief,2022– ,,,"Action, Crime, Drama",8.6," Syafiq Kyle, Faizal Hussein, Azira Shafinaz, Fabian Loo", 65
733,Chosen,2022,TV-MA , 41 min ," Drama, Mystery, Sci-Fi",4.6," Malaika Berenth Mosendane, Andrea Heick Gadeberg, Andreas Dittmer, Albert Rudbeck Lindhardt"," 1,388"
734,The Watchers,2022– ,,,Thriller,7.4," Kevin Porter, Ciera Foster, Alfred Hsing, David Gries", 22
735,Chambers,2019,TV-MA , 60 min ," Drama, Fantasy, Horror",6.4," Sivan Alyra Rose, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone"," 8,701"
736,The Brave,2017–2018,TV-14 , 43 min ," Action, Drama, Thriller",7.5," Anne Heche, Mike Vogel, Tate Ellington, Demetrius Grosse"," 9,208"
737,BrainDead,2016,TV-14 , 44 min ," Comedy, Drama, Horror",8.0," Mary Elizabeth Winstead, Danny Pino, Aaron Tveit, Tony Shalhoub"," 11,406"
738,Extant,2014–2015,TV-14 , 42 min ," Drama, Sci-Fi, Thriller",6.5," Halle Berry, Pierce Gagnon, Grace Gummer, Tyler Hilton"," 24,315"
739,Dead Mountain,2020,,54 min ," Drama, History, Mystery",7.7," Andrey Dobrovolskiy, Andrey Arzyaev, Polina Chernyshova, Georgiy Bessonov"," 2,704"
740,Ghost in the Shell: Stand Alone Complex,2002–2005,TV-MA , 24 min ," Animation, Action, Crime",8.5," Shirô Saitô, Atsuko Tanaka, Osamu Saka, Mary Elizabeth McGlynn"," 19,908"
741,Freddy's Nightmares,1988–1990,TV-14 , 45 min ," Horror, Thriller",6.2," Robert Englund, Mary Crosby, Todd Allen, Sandahl Bergman"," 3,231"
742,Gandii Baat,2018– ,,40 min ," Crime, Drama, Thriller",3.4," Kunwar Vikram Soni, Mridula Mahajan, Guru Haryani, Shaan Mishra"," 2,872"
743,The Walten Files,2020– ,TV-MA , 19 min ," Animation, Drama, Horror",8.6," Panini, Manny204553, Em C., Coker Easler", 397
744,The Ministry of Time,2015–2020,TV-MA , 70 min ," Action, Adventure, Comedy",8.2," Cayetana Guillén Cuervo, Juan Gea, Francesca Piñón, Jaime Blanch"," 5,097"
745,The Boarding School,2007–2010,,75 min ," Drama, Mystery, Thriller",8.1," Marta Torné, Martiño Rivas, Raúl Fernández de Pablo, Yon González"," 5,188"
746,Deadman Wonderland,2011,TV-MA , 24 min ," Animation, Action, Drama",7.1," Monica Rial, Greg Ayres, Romi Park, Kana Hanazawa"," 10,887"
747,Dahan: Raakan Ka Rahasya,2022– ,,49 min , Thriller,7.1," Saurabh Shukla, Ankur Nayyar, Happy Ranajit, Rajesh Tailang"," 7,242"
748,The One,I) (2021,TV-MA ,," Crime, Drama, Sci-Fi",6.6," Hannah Ware, Zoë Tapper, Diarmaid Murtagh, Dimitri Leonidas"," 12,885"
749,RWBY,2012– ,TV-PG , 13 min ," Animation, Action, Adventure",7.7," Lindsay Jones, Kara Eberle, Barbara Dunkelman, Arryn Zech"," 6,478"
750,Last Resort,I) (2012–2013,TV-14 , 60 min ," Action, Drama, Mystery",7.3," Andre Braugher, Scott Speedman, Daisy Betts, Camille De Pazzis"," 21,749"
751,Cracow Monsters,2022– ,TV-MA , 60 min ," Adventure, Drama, Fantasy",5.5," Barbara Liberek, Andrzej Chyra, Stanislaw Linowski, Mateusz Górski"," 1,931"
752,Impulse,2018–2019,TV-MA , 50 min ," Action, Drama, Sci-Fi",7.4," Maddie Hasson, Sarah Desjardins, Enuka Okuma, Craig Arnold"," 10,003"
753,Equinox,2020,TV-MA , 43 min ," Drama, Fantasy, Mystery",6.1," Danica Curcic, Lars Brygmann, Karoline Hamm, Hanne Hedelund"," 7,155"
754,The Hunger,1997–2000,R , 24 min ," Drama, Fantasy, Horror",6.2," Terence Stamp, David Bowie, Richard Jutras, Kim Feeney"," 1,011"
755,The Deceived,2020,,45 min ," Drama, Mystery, Thriller",5.9," Emmett J Scanlan, Catherine Walker, Paul Mescal, Eleanor Methven"," 1,577"
756,Invasion,2005–2006,TV-14 , 60 min ," Drama, Horror, Mystery",7.5," William Fichtner, Eddie Cibrian, Kari Matchett, Lisa Sheridan"," 12,439"
757,Being Mary Jane,2013–2019,TV-14 , 60 min ," Drama, Romance, Thriller",7.6," Gabrielle Union, Lisa Vidal, Raven Goodwin, Margaret Avery"," 4,065"
758,Tokyo Ghoul: re,2018,TV-MA , 24 min ," Animation, Action, Drama",6.7," Natsuki Hanae, Austin Tindle, Adam Gibbs, Mikaela Krantz"," 10,194"
759,X-Men: Evolution,2000–2003,TV-Y7 , 23 min ," Animation, Action, Adventure",7.8," Scott McNeil, Meghan Black, Christopher Judge, Kirby Morrow"," 12,112"
760,Les rivières pourpres,2018– ,,60 min ," Crime, Mystery, Thriller",6.8," Olivier Marchal, Erika Sainte, Ken Duken, Patrick Catalifo"," 1,791"
761,A Model Family,2022– ,TV-MA , 45 min ," Crime, Drama, Thriller",6.6," Woo Jung, Hee-soon Park, Yoon Jin Seo, Park Ji-Yeon", 992
762,The Bletchley Circle: San Francisco,2018,TV-14 , 45 min ," Crime, Drama, History",6.8," Crystal Balint, Rachael Stirling, Chanelle Peloso, Julie Graham"," 2,645"
763,Legends,2014–2015,TV-MA , 60 min ," Action, Crime, Drama",7.4," Sean Bean, Morris Chestnut, Ali Larter, Tina Majorino"," 13,243"
764,Powers,2015–2016,TV-MA , 42 min ," Action, Crime, Drama",6.6," Sharlto Copley, Susan Heyward, Noah Taylor, Eddie Izzard"," 6,556"
765,Profiler,1996–2000,TV-14 , 60 min ," Crime, Drama, Mystery",7.2," Ally Walker, Julian McMahon, A Martinez, Robert Davi"," 4,184"
766,Baretta,1975–1978,TV-PG , 60 min ," Crime, Drama, Mystery",6.7," Robert Blake, Tom Ewell, Michael D. Roberts, Edward Grover"," 2,596"
767,Gidseltagningen,2017– ,,44 min ," Drama, Thriller",7.2," Johannes Lassen, Alexandre Willaume, Peder Thomas Pedersen, Flemming Enevold"," 2,034"
768,Ravenswood,2013–2014,,43 min ," Drama, Horror, Mystery",6.4," Nicole Gale Anderson, Tyler Blackburn, Steven Cabral, Brett Dier"," 9,064"
769,Bionic Woman,2007,TV-PG , 60 min ," Action, Sci-Fi, Thriller",5.8," Michelle Ryan, Miguel Ferrer, Molly Price, Lucy Hale"," 8,287"
770,Aashiqana,2022– ,,,"Romance, Thriller",4.9," Vikas Rai, Khushi Dubey, Zain Khan, Parimal Bhattacharya", 580
771,Red Rose,2022– ,,45 min ," Drama, Horror, Thriller",6.3," Amelia Clarkson, Natalie Blair, Ellis Howard, Ali Khan", 917
772,Dragon Ball GT,1996–1997,TV-PG , 24 min ," Animation, Action, Adventure",6.8," Elise Baughman, Andrew Chandler, Masako Nozawa, Yûko Minaguchi"," 27,063"
773,The Paradise,2020– ,,370 min ," Crime, Drama, Thriller",7.0," Fran Perea, Riitta Havukainen, María Romero, Carl-Kristian Rundman", 487
774,Mushi-Shi,2005–2014,TV-14 , 25 min ," Animation, Drama, Fantasy",8.5," Yûto Nakano, Travis Willingham, Kôjun Itô, Jennifer Seman"," 13,605"
775,Intruders,2014,TV-PG , 45 min ," Fantasy, Mystery, Thriller",6.6," James Frain, Millie Bobby Brown, Tory Kittles, Mira Sorvino"," 3,791"
776,Dark Blue,2009–2010,,60 min ," Action, Crime, Drama",7.4," Dylan McDermott, Omari Hardwick, Logan Marshall-Green, Nicki Aycox"," 4,131"
777,The Last Drive-In with Joe Bob Briggs,2018– ,Not Rated , 125 min ," Comedy, Fantasy, Horror",9.5," John Bloom, Diana Prince, John Patrick Brennan, Yuki Nakamura"," 1,521"
778,Informer,2018,Not Rated , 60 min ," Crime, Drama, Thriller",7.8," Paddy Considine, Nabhaan Rizwan, Bel Powley, Reiss Jeram"," 5,966"
779,The Case-Book of Sherlock Holmes,1991–1993,,60 min ," Crime, Drama, Mystery",8.7," Jeremy Brett, Edward Hardwicke, Rosalie Williams, Colin Jeavons"," 5,787"
780,666 Park Avenue,2012–2013,TV-MA , 60 min ," Drama, Fantasy, Horror",6.8," Rachael Taylor, Dave Annable, Robert Buckley, Samantha Logan"," 18,041"
781,You Shall Not Lie,2022– ,,42 min ," Drama, Thriller",5.6," Irene Arcos, Lucas Nabor, Natalia Verbeke, Eva Santolaria", 524
782,The Girl from Oslo,2021– ,,35 min ," Drama, Thriller",6.3," Amos Tamam, Anneke von der Lippe, Andrea Berntzen, Raida Adon"," 3,321"
783,The Perfect Mother,2021,TV-MA , 192 min ," Drama, Thriller",5.9," Julie Gayet, Tomer Sisley, Eden Ducourant, Andreas Pietschmann"," 1,152"
784,Bargain,2022–2023,,,"Drama, Thriller",7.1," Jeon Jong-seo, Jin Seon-kyu, Shin Jae Hwi, Chang Ryul", 59
785,The Twelve,2019–2020,TV-MA , 50 min ," Drama, Thriller",7.4," Luc De Ruelle, Maaike Neuville, Tom Vermeir, Peter Gorissen"," 5,460"
786,Modus,2015–2017,,45 min ," Crime, Drama, Thriller",6.7," Melinda Kinnaman, Henrik Norlén, Esmeralda Struwe, Simon J. Berger"," 4,623"
787,The Boarding School: Las Cumbres,2021– ,Not Rated ,," Drama, Mystery, Thriller",6.5," Asia Ortega, Albert Salazar, Joel Bosqued, Mina El Hammani"," 1,739"
788,"Mujer, casos de la vida real",1985– ,TV-14 , 60 min ," Crime, Drama, Thriller",5.8," Silvia Pinal, Eduardo De Gortari, Ricardo Vera, Thelma Dorantes", 223
789,Alfred Hitchcock Presents,1985–1989,TV-PG , 22 min ," Crime, Drama, Mystery",7.7," Bernard Behrens, Cynthia Belliveau, David B. Nichols, Kathleen Quinlan"," 2,961"
790,Total Control,2019– ,,60 min ," Drama, Thriller",7.9," Deborah Mailman, Rachel Griffiths, Rob Collins, Huw Higginson"," 1,240"
791,Ganglands,2021– ,TV-MA , 44 min ," Action, Crime, Drama",7.0," Tracy Gotoas, Sofia Lesaffre, Salim Kechiouche, Noureddine Farihi"," 2,722"
792,The Red Road,2014–2015,TV-14 , 60 min ," Crime, Drama, Thriller",7.3," Martin Henderson, Jason Momoa, Julianne Nicholson, Tamara Tunie"," 5,550"
793,Missing: The Other Side,2020– ,,70 min ," Drama, Fantasy, Mystery",7.7," Go Soo, Joon-ho Huh, Sohee, Ha-Joon Song", 497
794,Summer of Sorrow,2022– ,,,"Mystery, Thriller",8.7," Frida Arvén, Laura Birn, Nestor Furxhi, Joanna Haartti", 315
795,Stella Blómkvist,2017– ,TV-MA , 46 min ," Crime, Drama, Thriller",6.8," Heida Reed, Sara Dögg Ásgeirsdóttir, Kristín Þóra Haraldsdóttir, Þorsteinn Guðmundsson"," 1,089"
796,The Messengers,2015,TV-14 , 60 min ," Drama, Fantasy, Mystery",6.3," Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney"," 9,123"
797,Blood,II) (2018– ,Not Rated , 60 min ," Crime, Drama, Mystery",7.1," Adrian Dunbar, Grainne Keenan, Sean Duggan, Diarmuid Noyes"," 2,611"
798,Graveyard,2022– ,,105 min ," Crime, Drama, Mystery",7.8," Birce Akalay, Olgun Toker, Sehsuvar Aktas, Berna Öztürk"," 2,136"
799,61st Street,2022– ,TV-MA , 45 min ," Crime, Drama, Thriller",6.4," Courtney B. Vance, Aunjanue Ellis, Mark O'Brien, Andrene Ward-Hammond", 815
800,Terriers,2010,TV-MA , 45 min ," Comedy, Crime, Drama",8.4," Donal Logue, Michael Raymond-James, Laura Allen, Kimberly Quinn"," 10,898"
801,Aranyak,2021– ,TV-MA , 48 min ," Crime, Drama, Mystery",7.8," Parambrata Chattopadhyay, Raveena Tandon, Ashutosh Rana, Zakhir Hussain"," 9,554"
802,Maria Wern,2008– ,,45 min ," Crime, Drama, Thriller",6.7," Eva Röse, Peter Perski, Oscar Pettersson, Allan Svensson"," 1,397"
803,Ghost Stories,2000–2001,TV-MA , 24 min ," Animation, Comedy, Horror",8.0," Takako Honda, Kurumi Mamiya, Tomoko Kawakami, Makoto Tsumura"," 2,164"
804,Shiki,2010–2011,TV-MA , 24 min ," Animation, Drama, Horror",7.6," Tôru Ohkawa, Koki Uchiyama, Kazuyuki Okitsu, Wataru Takagi"," 3,500"
805,La Fortuna,2021,,60 min ," Adventure, Thriller",6.6," Álvaro Mel, Ana Polvorosa, Clarke Peters, Stanley Tucci"," 1,350"
806,The Name of the Rose,2019,TV-MA , 60 min ," Drama, History, Mystery",6.9," John Turturro, Rupert Everett, Damian Hardung, Fabrizio Bentivoglio"," 4,097"
807,Thriller,1973–1976,TV-14 , 65 min ," Crime, Drama, Fantasy",7.8," Donna Mills, Gary Collins, Michael Jayston, Bradford Dillman", 854
808,Apharan,2018– ,,45 min ," Action, Crime, Thriller",8.3," Arunoday Singh, Nidhi Singh, Saanand Verma, Mahie Gill"," 18,862"
809,L'art du crime,2017– ,,50 min ," Crime, Drama, Mystery",7.1," Nicolas Gob, Eléonore Bernheim, Benjamin Egner, Philippe Duclos", 638
810,The Trial,2019– ,TV-MA , 52 min ," Crime, Thriller",7.2," Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari"," 3,357"
811,Pinocchio,2014–2015,TV-14 , 59 min ," Comedy, Drama, Mystery",8.1," Lee Jong-Suk, Park Shin-Hye, Kim Young-kwang, Jin Kyung"," 7,476"
812,The Inmortal,2022,,50 min , Thriller,7.0," Álex García, Jon Kortajarena, Claudia Pineda, María Hervás", 215
813,Totems,2021– ,,52 min ," Drama, Thriller",7.2," Niels Schneider, Vera Kolesnikova, José Garcia, Lambert Wilson", 663
814,Thin Ice,2020– ,,44 min ," Drama, Thriller",6.2," Lena Endre, Bianca Kronlöf, Angunnguaq Larsen, Nukâka"," 1,250"
815,High-Rise Invasion,2021– ,TV-MA , 25 min ," Animation, Action, Horror",6.5," Haruka Shiraishi, Shiki Aoki, Yuichiro Umehara, Zeno Robinson"," 3,226"
816,Police Story,1973–1987,,120 min ," Action, Crime, Drama",7.5," Scott Brady, Mel Scott, Don Meredith, Joe Santos"," 1,027"
817,Bard of Blood,2019– ,TV-MA , 45 min ," Action, Adventure, Drama",6.8," Gurii, Abhi Brar, Emraan Hashmi, Sobhita Dhulipala"," 13,180"
818,Two Sentence Horror Stories,2017– ,TV-14 , 20 min ," Drama, Horror, Mystery",5.6," Lauri Hendler, Wei-Yi Lin, Mardy Ma, Hannah Barlow"," 2,018"
819,One Step Beyond,1959–1961,Approved , 25 min ," Drama, Fantasy, Horror",7.9," John Newland, Robert Douglas, Olan Soule, Will J. White"," 1,638"
820,The Unsettling,2019– ,TV-14 , 22 min ," Crime, Fantasy, Horror",5.3," Holly Taylor, Tequan Richmond, Willow Shields, An-Li Bogan", 792
821,Unit 42,2017– ,,52 min ," Crime, Drama, Thriller",6.9," Patrick Ridremont, Constance Gay, Tom Audenaert, Roda Fawaz"," 2,532"
822,The Player,2015,TV-14 , 60 min ," Action, Crime, Drama",6.9," Philip Winchester, Damon Gupton, Wesley Snipes, Charity Wakefield"," 7,453"
823,Super Mario Logan,2007–2021,TV-MA , 25 min ," Short, Action, Adventure",6.3," Logan Thirtyacre, Tito Jimenez, Chris Pablo, Lance Thirtyacre"," 1,206"
824,Springfloden,2016– ,,44 min ," Crime, Drama, Mystery",7.5," Julia Ragnarsson, Kjell Bergqvist, Cecilia Nilsson, Dar Salim"," 4,259"
825,Civil Servant,2019– ,,47 min ," Action, Crime, Drama",8.3," Milan Maric, Radovan Vujovic, Vaja Dujovic, Milena Radulovic"," 2,755"
826,Reyka,2021– ,,52 min ," Crime, Drama, Thriller",6.4," Kim Engelbrecht, Iain Glen, Anna-Mart van der Merwe, Rashaan Stackling", 764
827,The A List,2018–2021,TV-14 , 25 min ," Crime, Drama, Mystery",5.4," Lisa Ambalavanar, Ellie Duckles, Rosie Dwyer, Jack Kane"," 3,033"
828,R.L. Stine's the Haunting Hour,2010–2014,TV-PG , 23 min ," Action, Adventure, Comedy",7.9," Jeny Cassady, Dan Payne, Emma Grabinsky, Geoff Redknap"," 2,600"
829,Beyblade,2001–2005,TV-Y7 , 30 min ," Animation, Action, Adventure",6.8," Marlowe Gardiner-Heslin, Alex Hood, Gage Knox, Daniel DeSanto"," 6,332"
830,Hache,2019–2021,TV-MA , 50 min ," Crime, Drama, Thriller",6.5," Adriana Ugarte, Eduardo Noriega, Marc Martínez, Pep Ambròs"," 1,699"
831,Eclipse,2021– ,,,"Action, Drama, History",8.4," Zoya Hussain, Wamiqa Gabbi, Anshuman Pushkar, Pawan Malhotra"," 7,237"
832,Underground,2016–2017,TV-MA , 43 min ," Adventure, Drama, History",7.8," Jurnee Smollett, Aldis Hodge, Jessica De Gouw, Alano Miller"," 5,283"
833,Alcatraz,2012,TV-14 , 60 min ," Action, Crime, Drama",6.9," Sarah Jones, Jorge Garcia, Jonny Coyne, Parminder Nagra"," 39,729"
834,Murder One,1995–1997,TV-14 , 60 min ," Crime, Drama, Mystery",8.2," Mary McCormack, Michael Hayden, J.C. MacKenzie, Barbara Bosson"," 2,291"
835,"Perpetual Grace, LTD",2019,TV-MA , 50 min ," Comedy, Crime, Drama",7.5," Ben Kingsley, Jimmi Simpson, Luis Guzmán, Damon Herriman"," 2,880"
836,Tomodachi Game,2022– ,TV-14 , 23 min ," Animation, Drama, Mystery",7.5," Chiaki Kobayashi, Daiki Hamano, Reina Ueda, Shizuka Itô"," 1,762"
837,Immoral Compass,2021– ,,,"Comedy, Thriller",8.2," Bill Burr, David Dastmalchian, Grace Van Dien, Al Madrigal", 832
838,Take Two,II) (2018,TV-PG , 43 min ," Comedy, Crime, Drama",7.1," Rachel Bilson, Eddie Cibrian, Xavier de Guzman, Alice Lee"," 5,719"
839,Limetown,2019,TV-14 , 30 min ," Crime, Mystery, Sci-Fi",6.5," Jessica Biel, Sherri Saum, Stanley Tucci, Omar Elba"," 2,967"
840,Ingobernable,2017– ,TV-MA , 40 min ," Crime, Drama, Mystery",7.0," Kate del Castillo, Leah Allers, Eréndira Ibarra, Alberto Guerra"," 3,179"
841,The Whispers,2015,TV-14 , 60 min ," Drama, Horror, Mystery",7.1," Lily Rabe, Barry Sloane, Milo Ventimiglia, Derek Webster"," 10,832"
842,La Unidad,2020– ,,,"Action, Adventure, Crime",7.3," Nathalie Poza, Michel Noher, Marian Álvarez, Raúl Fernández de Pablo"," 1,492"
843,Black Scorpion,2001,TV-PG ,," Action, Crime, Drama",5.8," Michelle Lintel, Scott Valentine, BT, Enya Flack", 538
844,Safe House,2015–2017,TV-MA , 45 min ," Crime, Drama, Thriller",6.4," Stephen Moyer, Zoë Tapper, Jason Watkins, Sunetra Sarker"," 2,231"
845,Afterlife,I) (2005–2006,TV-14 , 47 min ," Drama, Horror, Mystery",7.9," Lesley Sharp, Andrew Lincoln, Kate Duchêne, Anna Wilson-Jones"," 2,113"
846,Moriarty the Patriot,2020– ,TV-14 ,," Animation, Crime, History",8.0," Sôma Saitô, Theo Devaney, Ryan Colt Levy, Nazeeh Tarsha"," 2,715"
847,Thou Shalt Not Kill,2015– ,,90 min ," Crime, Drama, Mystery",7.2," Miriam Leone, Matteo Martari, Thomas Trabacchi, Luca Terracciano", 943
848,The Machinery,2020– ,,45 min ," Action, Mystery, Thriller",6.3," Kristoffer Joner, Hanna Alström, Anastasios Soulis, Julia Schacht", 887
849,Rocco Schiavone,2016– ,TV-MA , 100 min ," Crime, Thriller",7.8," Marco Giallini, Ernesto D'Argenio, Francesco Acquaroli, Isabella Ragonese"," 1,713"
850,Flowers of Evil,2013,TV-MA ,," Animation, Drama, Thriller",7.6," Mariya Ise, Yôko Hikasa, Patrick Mölleken, Shinichiroh Ueda"," 1,201"
851,The Twilight Zone,2002–2003,TV-14 , 43 min ," Drama, Fantasy, Horror",7.2," Forest Whitaker, June B. Wilde, Chris Shields, Tangi Miller"," 6,123"
852,Il cacciatore,2018– ,,,"Action, Crime, Drama",7.8," Marco Rossetti, Roberto Citran, Miriam Dalmazio, Francesco Montanari", 984
853,Munich Games,2022– ,,48 min ," Crime, Drama, Thriller",6.4," Seyneb Saleh, Yousef 'Joe' Sweid, Sebastian Rudolph, Doval'e Glickman", 451
854,Steins;Gate 0,2018,TV-14 , 30 min ," Animation, Drama, Mystery",8.4," Mamoru Miyano, J. Michael Tatum, Monica Rial, Tyson Rinehart"," 9,408"
855,The Rook,2019,TV-MA , 50 min ," Drama, Fantasy, Sci-Fi",6.8," Emma Greenwell, Joely Richardson, Jon Fletcher, Ronan Raftery"," 4,848"
856,Date a Live,2013– ,TV-14 , 25 min ," Animation, Action, Comedy",6.9," Nobunaga Shimazaki, Marina Inoue, Misuzu Togashi, Ayana Taketatsu"," 3,352"
857,Before We Die,2017–2019,TV-MA , 60 min ," Drama, Mystery, Thriller",7.7," Marie Richardson, Adam Pålsson, Magnus Krepper, Malgorzata Pieczynska"," 4,460"
858,Get Even,2020,TV-PG , 28 min ," Crime, Drama, Thriller",6.4," Kim Adis, Bethany Antonia, Jessica Alexander, Mia McKenna-Bruce"," 2,901"
859,Bulletproof,2018–2021,TV-14 , 60 min ," Action, Crime, Drama",6.6," Noel Clarke, Ashley Walters, Jason Maza, Lindsey Coulson"," 3,508"
860,Breathe,2018,TV-MA , 45 min ," Crime, Drama, Thriller",8.3," Madhavan, Amit Sadh, Sapna Pabbi, Shriswara"," 20,249"
861,Woman of the Dead,2022– ,,,"Crime, Drama, Mystery",7.4," Yousef 'Joe' Sweid, Luis Vorbach, Gregor Bloéb, Robert Palfrader", 91
862,Stalker,2014–2015,TV-14 , 60 min ," Crime, Drama, Thriller",7.5," Dylan McDermott, Maggie Q, Victor Rasuk, Mariana Klaveno"," 17,506"
863,Mob City,2013,TV-MA , 60 min ," Crime, Drama, Mystery",7.4," Jon Bernthal, Milo Ventimiglia, Neal McDonough, Alexa Davalos"," 7,489"
864,Generator Rex,2010–2013,TV-PG , 24 min ," Animation, Action, Adventure",7.6," Daryl Sabara, Grey Griffin, John DiMaggio, Wally Kurth"," 6,630"
865,Chase,2010–2011,TV-14 , 60 min ," Action, Crime, Drama",6.9," Kelli Giddish, Cole Hauser, Jesse Metcalfe, Amaury Nolasco"," 7,067"
866,Grenseland,2017– ,TV-MA , 60 min ," Crime, Drama, Thriller",6.7," Tobias Santelmann, Ellen Dorrit Petersen, Benjamin Helstad, Eivind Sander"," 4,280"
867,Survive,2020,TV-MA , 7 min ," Short, Adventure, Drama",5.9," Sophie Turner, Corey Hawkins, Jo Stone-Fewings, Josie Long"," 1,507"
868,Rubicon,2010,TV-14 , 45 min ," Crime, Drama, Mystery",7.9," James Badge Dale, Jessica Ann Collins, Lauren Hodges, Dallas Roberts"," 10,725"
869,Voice,2017–2021,TV-14 , 60 min ," Action, Crime, Mystery",7.6," Lee Hana, Son Eun-seo, Song Boo-gun, Kim Joong-Ki"," 2,132"
870,Spider-Man,2003,TV-PG , 21 min ," Animation, Action, Adventure",6.9," Neil Patrick Harris, Lisa Loeb, Ian Ziering, SuChin Pak"," 5,521"
